"cell","n_records","y","toc_median","mask","n_sites","y_sd","x_lon","y_lat"
678551,2,-0.173925197299174,0.66,"deep",1,NA,-4.95000016787,71.1499987933728
678560,2,-0.292429823902064,0.5,"deep",1,NA,-4.05000013734818,71.1499987933728
678581,2,0.0606978403536116,1.14,"deep",1,NA,-1.9500000661306,71.1499987933728
678589,2,-0.397940008672038,0.39,"deep",1,NA,-1.1500000390001,71.1499987933728
678590,2,-0.229147988357856,0.58,"deep",1,NA,-1.05000003560878,71.1499987933728
678599,2,-0.154901959985743,0.69,"deep",1,NA,-0.15000000508698,71.1499987933728
678715,2,-0.187086643357144,0.64,"deep",1,NA,11.4500003883053,71.1499987933728
678780,2,-0.431798275933005,0.36,"deep",1,NA,17.9500006087407,71.1499987933728
678787,10,-0.231085912382233,0.57425,"shelf",1,NA,18.6500006324799,71.1499987933728
678796,7,-0.202033497380124,0.6651,"shelf",1,NA,19.5500006630017,71.1499987933728
678810,2,-0.585026652029182,0.25,"shelf",1,NA,20.9500007104801,71.1499987933728
678815,1,-0.213461519502198,0.6017,"shelf",1,NA,21.4500007274366,71.1499987933728
678823,2,-0.154901959985743,0.69,"deep",1,NA,22.2500007545671,71.1499987933728
678840,2,-0.275724130399211,0.52,"shelf",1,NA,23.9500008122195,71.1499987933728
678847,1,-1.09691001300806,0.07,"shelf",1,NA,24.6500008359587,71.1499987933728
679121,14,0.173239978915129,1.865,"shelf",2,NA,52.0500017651784,71.1499987933728
680220,1,-0.0555173278498314,0.87,"shelf",1,NA,161.950005492231,71.1499987933728
680531,1,0.110252917353403,1.279,"shelf",1,NA,-166.950005661797,71.0499987950687
680856,12,-0.00978093342493449,0.915,"shelf",1,NA,-134.45000455962,71.0499987950687
682329,1,-0.2518119729938,0.55,"deep",1,NA,12.8500004357837,71.0499987950687
682375,1,-0.309803919971486,0.48,"deep",1,NA,17.4500005917841,71.0499987950687
682386,9,-0.186225437004215,0.6212,"shelf",1,NA,18.5500006290886,71.0499987950687
682390,1,-0.414990720097539,0.3746,"shelf",1,NA,18.9500006426538,71.0499987950687
682419,5,-0.25050977970743,0.5712,"deep",1,NA,21.8500007410019,71.0499987950687
682497,1,-0.371611069949688,0.415,"deep",1,NA,29.6500010055243,71.0499987950687
682510,1,-0.3971806575673,0.3907,"deep",1,NA,30.9500010496114,71.0499987950687
682734,1,-0.327902142064283,0.46,"shelf",1,NA,53.3500018092655,71.0499987950687
682847,5,0.0124559989165239,0.94,"shelf",2,NA,64.6500021924839,71.0499987950687
683730,1,0.110589710299249,1.28,"shelf",1,NA,152.950005187013,71.0499987950687
683799,1,0.117271295655764,1.3,"shelf",1,NA,159.850005421014,71.0499987950687
683811,1,0.0863598306747482,1.21,"shelf",1,NA,161.05000546171,71.0499987950687
684076,1,0.0453229787866575,1.1,"shelf",1,NA,-172.450005848319,70.9499987967646
684455,2,0.0827853703164501,1.2,"shelf",1,NA,-134.550004563012,70.9499987967646
684463,1,-0.0409586076789064,0.9,"shelf",1,NA,-133.750004535881,70.9499987967646
684821,1,-0.229147988357856,0.58,"shelf",1,NA,-97.9500033217911,70.9499987967646
685551,2,-0.236442944180097,0.575,"deep",1,NA,-24.9500008461326,70.9499987967646
685611,1,-0.187086643357144,0.64,"deep",1,NA,-18.9500006426538,70.9499987967646
685681,2,-0.00436480540245009,0.98,"deep",1,NA,-11.9500004052619,70.9499987967646
685690,2,0.243038048686294,1.74,"deep",1,NA,-11.0500003747401,70.9499987967646
685745,2,-0.420818753952375,0.375,"deep",2,NA,-5.55000018821787,70.9499987967646
685971,1,-1.22184874961636,0.05,"deep",1,NA,17.0500005782189,70.9499987967646
685977,1,0.00646604224923168,1.005,"shelf",1,NA,17.6500005985667,70.9499987967646
685987,1,-0.402853512166305,0.3855,"shelf",1,NA,18.6500006324799,70.9499987967646
686332,2,-0.0100437948326415,1.07,"shelf",1,NA,53.1500018024829,70.9499987967646
686380,28,-0.0119288668966546,0.955,"shelf",1,NA,57.9500019652659,70.9499987967646
686384,1,0.167317334748176,1.46,"shelf",1,NA,58.3500019788312,70.9499987967646
686535,11,0.0681045632322622,1.36,"shelf",2,NA,73.4500024909194,70.9499987967646
686536,2,-0.143254728453029,0.735,"shelf",1,NA,73.5500024943107,70.9499987967646
688063,1,0.14921911265538,1.4,"shelf",1,NA,-133.750004535881,70.8499987984605
689151,1,-0.207608310501746,0.61,"deep",1,NA,-24.9500008461326,70.8499987984605
689570,1,-0.508918586576813,0.2998,"deep",1,NA,16.9500005748276,70.8499987984605
689584,5,-0.421218188605045,0.3639,"shelf",1,NA,18.3500006223059,70.8499987984605
689597,1,-0.157453163504985,0.6859,"shelf",1,NA,19.650000666393,70.8499987984605
689700,1,-0.0716041477432862,0.838,"shelf",1,NA,29.9500010156983,70.8499987984605
689726,9,-0.246437621154215,0.561,"deep",1,NA,32.5500011038724,70.8499987984605
689771,3,0.511583819165567,3.23,"shelf",1,NA,37.0500012564815,70.8499987984605
691029,1,-0.301029995663981,0.49,"shelf",1,NA,162.850005522753,70.8499987984605
691030,1,-0.318758762624413,0.47,"shelf",1,NA,162.950005526145,70.8499987984605
691080,1,0.20682587603185,1.6,"shelf",1,NA,167.95000569571,70.8499987984605
691128,1,-0.180456064458131,0.65,"shelf",1,NA,172.750005858493,70.8499987984605
691245,2,0.352182518111362,2.24,"shelf",2,NA,-175.55000595345,70.7499988001563
691327,1,-0.628932137728264,0.225,"shelf",1,NA,-167.350005675362,70.7499988001563
691572,1,0.178976947293169,1.5,"deep",1,NA,-142.850004844491,70.7499988001563
691659,3,0.172842586039614,1.5,"shelf",2,NA,-134.150004549446,70.7499988001563
692326,1,-0.769551078621726,0.16,"shelf",1,NA,-67.4500022874406,70.7499988001563
692337,1,-0.0132282657337552,0.96,"deep",1,NA,-66.3500022501362,70.7499988001563
692751,1,-0.327902142064283,0.46,"deep",1,NA,-24.9500008461326,70.7499988001563
692911,1,-0.0132282657337552,0.96,"shelf",1,NA,-8.95000030352253,70.7499988001563
692938,1,-0.455931955649724,0.34,"deep",1,NA,-6.25000021195706,70.7499988001563
693178,7,-0.0679318349850319,0.8244,"deep",1,NA,17.750000601958,70.7499988001563
693186,10,0.00724819801371485,1.00965,"deep",1,NA,18.5500006290886,70.7499988001563
693203,1,-0.3257820544233,0.4623,"shelf",1,NA,20.2500006867409,70.7499988001563
693209,1,-0.337809009140993,0.4494,"shelf",1,NA,20.8500007070888,70.7499988001563
693308,10,-0.0156421931258961,0.946,"deep",1,NA,30.7500010428288,70.7499988001563
693484,1,0.117271295655764,1.3,"shelf",1,NA,48.3500016396999,70.7499988001563
693531,2,-0.502182402701225,0.305,"shelf",1,NA,53.0500017990915,70.7499988001563
694612,1,-0.236572006437063,0.57,"shelf",1,NA,161.150005465101,70.7499988001563
694640,1,-0.397940008672038,0.39,"shelf",1,NA,163.950005560058,70.7499988001563
694787,1,0.143014800254095,1.38,"shelf",1,NA,178.650006058581,70.7499988001563
694926,1,-0.119186407719209,0.75,"shelf",1,NA,-167.450005678754,70.6499988018522
695096,1,0.14921911265538,1.4,"shelf",1,NA,-150.45000510223,70.6499988018522
695207,1,0.257678574869184,1.8,"deep",1,NA,-139.350004725795,70.6499988018522
695210,1,0.257678574869184,1.8,"deep",1,NA,-139.050004715621,70.6499988018522
695213,1,0.303196057420489,2,"deep",1,NA,-138.750004705447,70.6499988018522
695922,1,-0.119186407719209,0.75,"deep",1,NA,-67.8500023010059,70.6499988018522
695924,1,-0.522878745280338,0.29,"deep",1,NA,-67.6500022942233,70.6499988018522
695938,1,0.00860017176191757,1.01,"deep",1,NA,-66.2500022467449,70.6499988018522
696454,2,0.0286999086330312,1.06,"deep",1,NA,-14.6500004968273,70.6499988018522
696456,3,-0.0257846454755997,0.98,"deep",1,NA,-14.4500004900447,70.6499988018522
696782,2,-0.0242636294377288,0.9367,"shelf",1,NA,18.1500006155233,70.6499988018522
696787,1,-0.0756173227980268,0.8302,"deep",1,NA,18.6500006324799,70.6499988018522
696794,2,-0.0108350338129407,0.96555,"deep",1,NA,19.3500006562191,70.6499988018522
696802,1,0.0303973008567619,1.0625,"shelf",1,NA,20.1500006833496,70.6499988018522
696809,1,-0.210630846408518,0.6057,"shelf",1,NA,20.8500007070888,70.6499988018522
696811,1,-0.256882374785258,0.5435,"shelf",1,NA,21.0500007138714,70.6499988018522
696918,1,-0.673664139071249,0.202,"deep",1,NA,31.7500010767419,70.6499988018522
696970,5,-0.200876751369575,0.6,"shelf",1,NA,36.9500012530902,70.6499988018522
697208,9,-0.220320839837838,0.53,"shelf",1,NA,60.7500020602227,70.6499988018522
698250,1,-0.0555173278498314,0.87,"shelf",1,NA,164.950005593971,70.6499988018522
698292,1,0.00432137378264258,1,"shelf",1,NA,169.150005736406,70.6499988018522
698385,1,0.0530784434834198,1.12,"shelf",1,NA,178.450006051798,70.6499988018522
698520,1,-0.00877392430750515,0.97,"shelf",1,NA,-168.050005699102,70.5499988035481
698702,1,0.0755469613925307,1.18,"shelf",1,NA,-149.850005081883,70.5499988035481
698704,1,-0.173925197299174,0.66,"shelf",1,NA,-149.6500050751,70.5499988035481
698772,1,0.103803720955957,1.26,"shelf",1,NA,-142.850004844491,70.5499988035481
698825,1,0.178976947293169,1.5,"deep",1,NA,-137.550004664751,70.5499988035481
699957,2,-0.239365562200807,0.6,"deep",2,NA,-24.3500008257847,70.5499988035481
699975,1,-0.154901959985743,0.69,"shelf",1,NA,-22.5500007647411,70.5499988035481
700104,2,0.00432137378264258,1,"deep",1,NA,-9.65000032726169,70.5499988035481
700372,1,-0.669180533504163,0.2042,"deep",1,NA,17.1500005816102,70.5499988035481
700523,9,-0.0759114135355839,0.858,"deep",1,NA,32.2500010936984,70.5499988035481
700728,3,0.231017815447128,1.66,"shelf",1,NA,52.7500017889176,70.5499988035481
700782,1,0.155336037465062,1.42,"shelf",1,NA,58.1500019720485,70.5499988035481
700846,5,0.0146103988983935,0.99,"shelf",1,NA,64.5500021890926,70.5499988035481
701813,1,-0.366531544420413,0.42,"shelf",1,NA,161.250005468492,70.5499988035481
701962,1,0.27415784926368,1.87,"shelf",1,NA,176.150005973798,70.5499988035481
701976,1,0.296665190261531,1.97,"shelf",1,NA,177.550006021276,70.5499988035481
701983,1,0.243038048686294,1.74,"shelf",1,NA,178.250006045015,70.5499988035481
702161,2,-0.3767507096021,0.41,"shelf",1,NA,-163.950005560058,70.449998805244
702313,1,-0.0604807473813815,0.86,"shelf",1,NA,-148.750005044578,70.449998805244
702399,1,0.201397124320452,1.58,"deep",1,NA,-140.150004752925,70.449998805244
703121,1,-0.0705810742857073,0.84,"shelf",1,NA,-67.9500023043972,70.449998805244
703154,3,-0.425132161534428,0.67,"deep",2,NA,-64.6500021924839,70.449998805244
703542,1,-0.408935392973501,0.38,"deep",1,NA,-25.8500008766544,70.449998805244
703552,1,-0.356547323513813,0.43,"deep",1,NA,-24.8500008427413,70.449998805244
703554,2,-0.358349385648225,0.45,"deep",1,NA,-24.6500008359587,70.449998805244
703564,1,-0.259637310505756,0.54,"deep",1,NA,-23.6500008020455,70.449998805244
703656,1,-0.221848749616356,0.59,"deep",1,NA,-14.4500004900447,70.449998805244
703968,7,-0.261602172401955,0.5571,"deep",1,NA,16.7500005680449,70.449998805244
703996,1,-0.214741366642299,0.5999,"shelf",1,NA,19.5500006630017,70.449998805244
704017,10,0.198617375900653,1.559,"shelf",1,NA,21.6500007342193,70.449998805244
704021,5,0.277529677897699,1.911,"shelf",1,NA,22.0500007477845,70.449998805244
704118,9,0.0692966728057329,1.15,"deep",1,NA,31.7500010767419,70.449998805244
704136,1,-0.0969100130080564,0.79,"deep",1,NA,33.5500011377855,70.449998805244
704225,1,-1.04575749056068,0.08,"shelf",1,NA,42.4500014396124,70.449998805244
704232,1,-0.119186407719209,0.75,"shelf",1,NA,43.1500014633516,70.449998805244
704324,1,0.130333768495006,1.34,"shelf",1,NA,52.3500017753524,70.449998805244
705412,1,-0.0409586076789064,0.9,"shelf",1,NA,161.150005465101,70.449998805244
705413,1,-0.154901959985743,0.69,"shelf",1,NA,161.250005468492,70.449998805244
705431,1,-0.292429823902064,0.5,"shelf",1,NA,163.050005529536,70.449998805244
705470,1,0.00860017176191757,1.01,"shelf",1,NA,166.950005661797,70.449998805244
705487,1,0.294466226161593,1.96,"shelf",1,NA,168.650005719449,70.449998805244
705502,1,0.209515014542631,1.61,"shelf",1,NA,170.150005770319,70.449998805244
705516,1,0.214843848047698,1.63,"shelf",1,NA,171.550005817797,70.449998805244
705520,1,-0.0268721464003013,0.93,"shelf",1,NA,171.950005831363,70.449998805244
705532,1,0.167317334748176,1.46,"shelf",1,NA,173.150005872059,70.449998805244
705533,1,0.14921911265538,1.4,"shelf",1,NA,173.25000587545,70.449998805244
705547,1,0.103803720955957,1.26,"shelf",1,NA,174.650005922928,70.449998805244
705578,1,0.342422680822206,2.19,"shelf",1,NA,177.750006028059,70.449998805244
705581,1,0.176091259055681,1.49,"shelf",1,NA,178.050006038233,70.449998805244
705676,1,-0.853871964321762,0.13,"shelf",1,NA,-172.450005848319,70.3499988069399
706091,1,0.257678574869184,1.8,"shelf",1,NA,-130.950004440924,70.3499988069399
707138,1,-0.619788758288394,0.23,"deep",1,NA,-26.2500008902197,70.3499988069399
707163,1,-0.0506099933550872,0.88,"deep",1,NA,-23.7500008054369,70.3499988069399
707176,3,-0.0856135970719944,0.78,"deep",1,NA,-22.4500007613498,70.3499988069399
707218,1,-0.275724130399211,0.52,"deep",1,NA,-18.2500006189146,70.3499988069399
707314,1,-0.508638306165727,0.3,"deep",1,NA,-8.65000029334857,70.3499988069399
707369,2,-0.167491087293764,0.67,"deep",1,NA,-3.15000010682635,70.3499988069399
707571,1,-0.345438445258257,0.4414,"deep",1,NA,17.0500005782189,70.3499988069399
707572,1,-0.476904161747432,0.3235,"deep",1,NA,17.1500005816102,70.3499988069399
707879,2,-0.280333653084869,0.515,"shelf",1,NA,47.8500016227433,70.3499988069399
707952,2,0.305090448736786,2.01,"shelf",1,NA,55.1500018703091,70.3499988069399
707956,3,-0.153221839653844,0.67,"shelf",1,NA,55.5500018838744,70.3499988069399
707960,1,0.0899051114393979,1.22,"shelf",1,NA,55.9500018974396,70.3499988069399
708032,8,0.0189035241118505,1.01,"shelf",1,NA,63.1500021416142,70.3499988069399
708135,1,0.178976947293169,1.5,"shelf",1,NA,73.4500024909194,70.3499988069399
709025,1,0.0492180226701817,1.11,"shelf",1,NA,162.450005509188,70.3499988069399
709321,1,0.00432137378264258,1,"shelf",1,NA,-167.95000569571,70.2499988086358
709610,1,0.232996110392154,1.7,"deep",1,NA,-139.050004715621,70.2499988086358
709615,1,0.20682587603185,1.6,"deep",1,NA,-138.550004698664,70.2499988086358
710011,1,-0.0268721464003013,0.93,"shelf",1,NA,-98.9500033557042,70.2499988086358
710763,2,-0.222090158469404,0.59,"deep",1,NA,-23.7500008054369,70.2499988086358
710771,1,-0.0655015487564323,0.85,"deep",1,NA,-22.9500007783063,70.2499988086358
710842,1,-0.0915149811213502,0.8,"deep",1,NA,-15.8500005375231,70.2499988086358
710902,2,-0.1249387366083,0.74,"deep",1,NA,-9.85000033404432,70.2499988086358
712704,1,0.305351369446624,2.01,"shelf",1,NA,170.350005777102,70.2499988086358
712772,1,0.238046103128795,1.72,"shelf",1,NA,177.150006007711,70.2499988086358
712773,1,0.271841606536499,1.86,"shelf",1,NA,177.250006011102,70.2499988086358
712790,2,-0.115126766410273,0.8,"shelf",1,NA,178.950006068755,70.2499988086358
712837,3,0.127740914026245,1.29,"shelf",1,NA,-176.350005980581,70.1499988103317
712849,6,0.283019742805439,1.935,"shelf",1,NA,-175.150005939885,70.1499988103317
713214,1,0.232996110392154,1.7,"deep",1,NA,-138.650004702056,70.1499988103317
713265,2,0.226169271923,1.675,"shelf",2,NA,-133.550004529099,70.1499988103317
713266,3,0.183981547032154,1.56,"shelf",1,NA,-133.450004525707,70.1499988103317
714327,1,-1.04575749056068,0.08,"deep",1,NA,-27.3500009275241,70.1499988103317
714388,2,0.0311781590427189,1.065,"deep",1,NA,-21.250000720654,70.1499988103317
714401,1,-0.236572006437063,0.57,"deep",1,NA,-19.950000676567,70.1499988103317
714408,1,-0.259637310505756,0.54,"deep",1,NA,-19.2500006528278,70.1499988103317
714412,1,-0.236572006437063,0.57,"deep",1,NA,-18.8500006392625,70.1499988103317
714414,1,-0.154901959985743,0.69,"deep",1,NA,-18.6500006324799,70.1499988103317
714424,1,-0.0915149811213502,0.8,"deep",1,NA,-17.6500005985667,70.1499988103317
714778,10,-0.416054621838137,0.34455,"shelf",1,NA,17.750000601958,70.1499988103317
714781,1,-0.0894289515187415,0.8039,"shelf",1,NA,18.050000612132,70.1499988103317
714782,1,-0.172889312533989,0.6616,"shelf",1,NA,18.1500006155233,70.1499988103317
714970,3,-0.150642964815975,0.62,"shelf",1,NA,36.9500012530902,70.1499988103317
715089,1,-0.958607314841775,0.1,"shelf",1,NA,48.8500016566564,70.1499988103317
715117,1,-0.318758762624413,0.47,"shelf",1,NA,51.6500017516132,70.1499988103317
715125,2,-0.0116874739746362,0.965,"shelf",1,NA,52.4500017787437,70.1499988103317
715150,2,0.211786759866368,1.62,"shelf",1,NA,54.9500018635265,70.1499988103317
715151,29,0.227420529751877,1.71,"shelf",2,NA,55.0500018669178,70.1499988103317
716213,2,0.0928277294601078,2.065,"shelf",2,NA,161.250005468492,70.1499988103317
716281,13,0.101487458865863,1.257,"shelf",3,0.0715669790761773,168.050005699102,70.1499988103317
716285,1,0.146128035678238,1.39,"shelf",1,NA,168.450005712667,70.1499988103317
716322,1,0.164352855784437,1.45,"shelf",1,NA,172.150005838145,70.1499988103317
716367,1,0.103803720955957,1.26,"shelf",1,NA,176.650005990754,70.1499988103317
716443,1,0.378397900948138,2.38,"shelf",1,NA,-175.750005960233,70.0499988120276
716817,1,0.257678574869184,1.8,"deep",1,NA,-138.350004691882,70.0499988120276
716866,9,0.0412818936509929,1.22,"shelf",2,NA,-133.450004525707,70.0499988120276
718052,2,-0.148741651280925,0.7,"deep",1,NA,-14.85000050361,70.0499988120276
718073,2,-0.154901959985743,0.69,"deep",1,NA,-12.7500004323924,70.0499988120276
718076,1,-0.187086643357144,0.64,"deep",1,NA,-12.4500004222185,70.0499988120276
718098,1,-0.187086643357144,0.64,"deep",1,NA,-10.2500003476096,70.0499988120276
718200,1,-0.0362121726544447,0.91,"deep",1,NA,-0.0500000016956506,70.0499988120276
718201,1,-0.142667503568732,0.71,"deep",1,NA,0.0500000016956506,70.0499988120276
718412,1,0.247973266361807,1.76,"shelf",1,NA,21.1500007172627,70.0499988120276
718633,1,-0.443697499232713,0.35,"shelf",1,NA,43.2500014667429,70.0499988120276
718758,1,-0.0315170514460649,0.92,"shelf",1,NA,55.750001890657,70.0499988120276
718780,1,-0.677780705266081,0.2,"shelf",1,NA,57.9500019652659,70.0499988120276
718846,8,-0.0304128018018797,0.955,"shelf",1,NA,64.5500021890926,70.0499988120276
719813,1,0.0969100130080564,1.24,"shelf",1,NA,161.250005468492,70.0499988120276
719842,1,0.2405492482826,1.73,"shelf",1,NA,164.15000556684,70.0499988120276
719852,1,0.117271295655764,1.3,"shelf",1,NA,165.150005600753,70.0499988120276
719876,1,-0.0604807473813815,0.86,"shelf",1,NA,167.550005682145,70.0499988120276
719964,1,0.187520720836463,1.53,"shelf",1,NA,176.350005980581,70.0499988120276
720415,2,0.137816893875507,1.365,"shelf",1,NA,-138.550004698664,69.9499988137235
720924,1,-0.283996656365201,0.51,"shelf",1,NA,-87.6500029724859,69.9499988137235
722011,9,0.0768352520370359,1.28,"shelf",1,NA,21.0500007138714,69.9499988137235
722012,1,0.276461804173244,1.88,"shelf",1,NA,21.1500007172627,69.9499988137235
722130,1,-0.0604807473813815,0.86,"shelf",1,NA,32.9500011174376,69.9499988137235
722148,4,0.11216389814589,1.275,"deep",1,NA,34.7500011784813,69.9499988137235
722209,1,-0.744727494896694,0.17,"shelf",1,NA,40.8500013853514,69.9499988137235
722283,1,-0.494850021680094,0.31,"shelf",1,NA,48.2500016363085,69.9499988137235
722317,3,-0.236658099111203,0.81,"shelf",1,NA,51.6500017516132,69.9499988137235
722349,2,-0.390469833775569,0.4,"shelf",1,NA,54.8500018601352,69.9499988137235
723562,1,0.313867220369153,2.05,"shelf",1,NA,176.150005973798,69.9499988137235
723563,1,-0.0757207139381184,0.83,"shelf",1,NA,176.250005977189,69.9499988137235
724018,1,0.232996110392154,1.7,"shelf",1,NA,-138.25000468849,69.8499988154194
724042,1,0.117271295655764,1.3,"shelf",1,NA,-135.850004607099,69.8499988154194
724066,1,0.296665190261531,1.97,"shelf",1,NA,-133.450004525707,69.8499988154194
725292,2,-0.236572006437063,0.57,"deep",1,NA,-10.8500003679575,69.8499988154194
725565,10,-0.149468529989941,0.78915,"deep",1,NA,16.450000557871,69.8499988154194
725572,1,-0.434624497285926,0.3576,"shelf",1,NA,17.1500005816102,69.8499988154194
725575,10,0.25904619029559,1.779,"deep",1,NA,17.4500005917841,69.8499988154194
725710,7,0.250689238031626,1.73,"shelf",1,NA,30.9500010496114,69.8499988154194
725803,1,-0.221848749616356,0.59,"shelf",1,NA,40.2500013650035,69.8499988154194
727014,1,0.257678574869184,1.8,"shelf",1,NA,161.350005471884,69.8499988154194
727060,1,-0.0915149811213502,0.8,"shelf",1,NA,165.950005627884,69.8499988154194
727061,1,0.0453229787866575,1.1,"shelf",1,NA,166.050005631275,69.8499988154194
727098,1,0.00432137378264258,1,"shelf",1,NA,169.750005756754,69.8499988154194
727617,1,0.20682587603185,1.6,"shelf",1,NA,-138.350004691882,69.7499988171153
728918,2,-0.119186407719209,0.75,"deep",1,NA,-8.25000027978334,69.7499988171153
729152,10,-0.142612849677939,0.699,"deep",1,NA,15.1500005137839,69.7499988171153
729176,1,0.0257153839013406,1.051,"deep",1,NA,17.5500005951754,69.7499988171153
729337,9,-0.340102675860995,0.4,"deep",1,NA,33.6500011411768,69.7499988171153
729509,8,-0.261872530838216,0.535,"shelf",1,NA,50.8500017244827,69.7499988171153
729510,1,-0.236572006437063,0.57,"shelf",1,NA,50.950001727874,69.7499988171153
729539,1,-0.244125144327509,0.56,"shelf",1,NA,53.8500018262221,69.7499988171153
729576,1,-0.0555173278498314,0.87,"shelf",1,NA,57.5500019517006,69.7499988171153
729649,8,0.0723403230623228,0.98,"shelf",2,NA,64.8500021992665,69.7499988171153
730624,1,0.217483944213906,1.64,"shelf",1,NA,162.350005505797,69.7499988171153
731220,1,0.232996110392154,1.7,"shelf",1,NA,-138.050004681708,69.6499988188112
732970,3,-0.263048878228369,0.49,"shelf",1,NA,36.9500012530902,69.6499988188112
733146,3,-0.386798756843054,0.39,"shelf",1,NA,54.5500018499613,69.6499988188112
733173,13,-0.300975725409016,0.46,"shelf",1,NA,57.2500019415267,69.6499988188112
733192,2,-0.498269733945247,0.31,"shelf",1,NA,59.1500020059617,69.6499988188112
733200,3,-0.5194454264004,0.23,"shelf",1,NA,59.9500020330921,69.6499988188112
733201,3,-0.364397016394981,0.4,"shelf",1,NA,60.0500020364835,69.6499988188112
734296,1,0.0606978403536116,1.14,"shelf",1,NA,169.550005749971,69.6499988188112
734456,1,0.294466226161593,1.96,"shelf",1,NA,-174.450005916146,69.5499988205071
734476,1,0.225309281725863,1.67,"shelf",1,NA,-172.450005848319,69.5499988205071
734477,2,0.152288344383056,1.41,"shelf",1,NA,-172.350005844928,69.5499988205071
734517,1,0.152288344383056,1.41,"shelf",1,NA,-168.350005709275,69.5499988205071
734811,6,0.0642776940295137,1.3,"shelf",5,0.246038019772803,-138.950004712229,69.5499988205071
734812,10,0.130864652332022,1.35,"shelf",1,NA,-138.850004708838,69.5499988205071
734868,1,0.0569048513364726,1.13,"shelf",1,NA,-133.250004518925,69.5499988205071
735977,2,-0.583107812671761,0.255,"deep",1,NA,-22.3500007579585,69.5499988205071
736011,1,-0.200659450546418,0.62,"deep",1,NA,-18.9500006426538,69.5499988205071
736220,2,-0.148741651280925,0.7,"deep",1,NA,1.9500000661306,69.5499988205071
736230,1,-0.397940008672038,0.39,"deep",1,NA,2.95000010004372,69.5499988205071
736707,3,-0.085728973075065,0.82,"shelf",1,NA,50.6500017177,69.5499988205071
736711,2,-0.983288122256525,0.095,"shelf",1,NA,51.0500017312653,69.5499988205071
736747,2,-0.387733468696957,0.4,"shelf",1,NA,54.6500018533526,69.5499988205071
736760,1,-0.508638306165727,0.3,"shelf",1,NA,55.9500018974396,69.5499988205071
736773,2,-0.920818753952375,0.115,"shelf",1,NA,57.2500019415267,69.5499988205071
736787,3,-0.448954900332096,0.36,"shelf",1,NA,58.6500019890051,69.5499988205071
737900,1,0.404833716619938,2.53,"shelf",1,NA,169.950005763536,69.5499988205071
737905,1,0.232996110392154,1.7,"shelf",1,NA,170.450005780493,69.5499988205071
738111,1,0.190331698170291,1.54,"shelf",1,NA,-168.950005729623,69.4499988222029
738411,1,0.14921911265538,1.4,"shelf",1,NA,-138.950004712229,69.4499988222029
738421,2,0.199542517666612,1.575,"shelf",1,NA,-137.950004678316,69.4499988222029
739629,1,-0.0809219076239261,0.82,"deep",1,NA,-17.1500005816102,69.4499988222029
739635,1,-0.0757207139381184,0.83,"deep",1,NA,-16.5500005612623,69.4499988222029
739637,1,-0.236572006437063,0.57,"deep",1,NA,-16.3500005544797,69.4499988222029
739643,3,-0.171466409210932,0.6,"deep",1,NA,-15.7500005341318,69.4499988222029
739647,1,0.146128035678238,1.39,"deep",1,NA,-15.3500005205665,69.4499988222029
739671,2,-0.387216143280264,0.4,"deep",1,NA,-12.950000439175,69.4499988222029
739771,2,-0.119186407719209,0.75,"deep",1,NA,-2.95000010004372,69.4499988222029
739947,10,0.0132551456949124,1.01345,"deep",1,NA,14.6500004968273,69.4499988222029
739949,2,-0.154901959985743,0.69,"deep",1,NA,14.85000050361,69.4499988222029
739965,10,0.0974749769132674,1.2485,"deep",1,NA,16.450000557871,69.4499988222029
740191,1,-0.638272163982407,0.22,"shelf",1,NA,39.0500013243077,69.4499988222029
740235,1,-0.443697499232713,0.35,"shelf",1,NA,43.4500014735255,69.4499988222029
740373,2,-0.926935982160881,0.11,"shelf",1,NA,57.2500019415267,69.4499988222029
741625,1,0.0863598306747482,1.21,"shelf",1,NA,-177.550006021276,69.3499988238988
741689,7,0.177182110468791,1.47,"shelf",1,NA,-171.150005804232,69.3499988238988
742018,1,0.232996110392154,1.7,"shelf",1,NA,-138.25000468849,69.3499988238988
742019,1,0.14921911265538,1.4,"shelf",1,NA,-138.150004685099,69.3499988238988
743209,1,-0.161150909262745,0.68,"deep",1,NA,-19.1500006494364,69.3499988238988
743221,1,-0.387216143280264,0.4,"deep",1,NA,-17.9500006087407,69.3499988238988
743230,1,-0.346787486224656,0.44,"deep",1,NA,-17.0500005782189,69.3499988238988
743247,2,-0.148741651280925,0.7,"deep",1,NA,-15.3500005205665,69.3499988238988
743261,1,-0.236572006437063,0.57,"deep",1,NA,-13.9500004730882,69.3499988238988
743269,2,0.0413926851582251,1.09,"deep",1,NA,-13.1500004459577,69.3499988238988
743272,1,-0.387216143280264,0.4,"deep",1,NA,-12.8500004357837,69.3499988238988
743289,2,-0.236572006437063,0.57,"deep",1,NA,-11.1500003781314,69.3499988238988
743293,2,-0.631403678647631,0.225,"deep",1,NA,-10.7500003645661,69.3499988238988
743300,2,0.0170333392987804,1.03,"deep",1,NA,-10.050000340827,69.3499988238988
743314,2,-0.105350694420279,0.775,"deep",1,NA,-8.65000029334857,69.3499988238988
743321,1,-0.229147988357856,0.58,"deep",1,NA,-7.95000026960938,69.3499988238988
743335,2,-0.161333424290049,0.68,"deep",1,NA,-6.55000022213099,69.3499988238988
