"region","lon","lat","obs","pred","e2","DI","AOA","dist_km","depth","exp_C0","exp_C1","exp_C2","exp_C3","exp_C4","exp_C5"
1,-71.4500024230932,-27.5499995327817,-0.638272163982407,0.321017121310821,0.920235932878393,0.263302796255704,1,1185.71848938533,3176.45141601562,0.373455662141251,0.380746425987942,0.362132840549748,0.419318239810427,0.32954434689762,0.320826042718322
1,-71.2500024163105,-27.5499995327817,-0.142667503568732,0.374964576687678,0.267942970510579,0.262596377214972,1,1193.48349054128,1935.25695800781,0.372821214302431,0.380669217495696,0.361949798046215,0.431654065371376,0.340370141362018,0.325736418047114
1,-93.8500031827473,-28.1499995226064,0.14921911265538,-0.634407895613775,0.614071288088866,0.181141143962049,1,1207.62792096588,3690.97900390625,0.321652391955109,0.363986505511517,0.331775512280922,0.411813373417313,0.298609531363167,0.301951876546269
1,-72.9500024739629,-28.2499995209105,-0.301029995663981,-0.139294306974794,0.0261584329957655,0.212957562345562,1,1212.88422203069,4244.548828125,0.336539074673648,0.373017865369882,0.34337424735436,0.319160073047973,0.306694047607706,0.307396664397878
1,-71.5500024264845,-28.3499995192146,-0.193820026016113,0.361194181197032,0.308040770208436,0.245125288961747,1,1264.73580381481,2361.88891601562,0.35819269149478,0.378568141188224,0.356104540824648,0.419274396352451,0.329560084272348,0.318097282921384
1,-71.4500024230932,-28.3499995192146,-0.173925197299174,0.339700038568627,0.263810882920254,0.312082597810857,1,1268.23523698448,1663.13891601562,0.425407112371472,0.386121708162225,0.382716834490462,0.452784545894389,0.359212235872024,0.34335207703292
1,-71.6500024298758,-28.4499995175187,-0.309803919971486,0.373127921501659,0.466395900097901,0.271955458674741,1,1271.74612960657,2771.09033203125,0.381499738870676,0.381663199832171,0.366614973147775,0.437535688440024,0.334500786834606,0.323759619932881
1,-71.3500024197019,-28.4499995175187,0.320146286111054,0.405651387922039,0.00731112243570698,0.202638731568541,1,1282.14972228855,440.673614501953,0.331029366181631,0.370549522265605,0.340436292855158,0.406194572517084,0.352391604921615,0.360920313414115
1,-71.6500024298758,-29.3499995022557,0.127104798364808,0.383728972598122,0.0658559668009304,0.234515677641991,1,1366.15583968405,659.805541992188,0.350298804165844,0.377034992643584,0.353489060041679,0.419674712182122,0.354018961208318,0.350447228925247
1,-46.9500015922215,-29.4499995005598,0.0569048513364726,-0.271936407375012,0.108136573430954,0.0809550958434512,1,48.5260725118149,1938.18054199219,0.295881764560619,0.261292922518231,0.278564669211416,0.245079961856047,0.268370044226124,0.245900263943618
